date,event,city,state,category
2016-06-17,Fórum Internacional de Turismo do Iguassu,Foz do Iguaçu,PR,Científico ou Técnico
2016-06-17,Festival de Turismo das Cataratas,Foz do Iguaçu,PR,Comercial ou Promocional
2016-06-17,Festival Internacional de Turismo das Cataratas & Fórum Internacional...,Foz do Iguaçu,PR,Comercial ou Promocional
2016-06-17,CONATES Amazônia 2016,Porto Velho,RO,Ecoturismo
2016-06-17,CONATES AMAZÔNIA 2016 : VIII Conferência Nacional de Turismo Sustent...,Porto Velho,RO,Ecoturismo
2016-06-15,Festa de São Pedro,Pedregulho,SP,Junino
2016-06-14,Festival de Capoeira,Cametá,PA,Artístico/Cultural/Folclórico
2016-06-13,XVIII Festejo de Santo Antônio de Umuarama,Canaã dos Carajás,PA,Religioso
2016-06-13,X Festejo de São Pedro e São Paulo,Canaã dos Carajás,PA,Junino
2016-06-13,Festividade de Santo Antonio,Ponta de Pedras,PA,Religioso
2016-06-13,Círio de Santo Antônio,Baião,PA,Religioso
2016-06-12,Festival do Guisado,Caeté,MG,Gastronômico
2016-06-12,Festival Internacional de Cinema e Vídeo Ambiental,Goiás,GO,Artístico/Cultural/Folclórico
2016-06-12,Festival Delícias do Milho,Araraquara,SP,Gastronômico
2016-06-12,Festa Nacional de São José de Anchieta,Anchieta,ES,Artístico/Cultural/Folclórico
2016-06-12,Feira da Freguesia,São José,SC,Artístico/Cultural/Folclórico
2016-06-12,FIPe 2016,Cáceres,MT,Artístico/Cultural/Folclórico
2016-06-12,FENADOCE,Pelotas,RS,Gastronômico
2016-06-12,Expocachaça - Feira e Festival Internacional da Cachaça,Belo Horizonte,MG,Gastronômico
2016-06-12,Encontro Motociclístico Piratas da Ilha,Guarujá,SP,Artístico/Cultural/Folclórico
2016-06-12,Arraial de Goiânia,Goiânia,GO,Junino
2016-06-11,XXXperience Festival no Reino Mágico,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-06-11,Sinfonia das Águas,Poços de Caldas,MG,Artístico/Cultural/Folclórico
2016-06-11,Feira do Arteiro,Euclides da Cunha Paulista,SP,Artístico/Cultural/Folclórico
2016-06-11,FEMUCIC - Festival de Música Cidade Canção,Maringá,PR,Artístico/Cultural/Folclórico
2016-06-11,Arraiá da Educação de Cesário Lange,Cesário Lange,SP,Junino
2016-06-10,Semana do meio ambiente,Xinguara,PA,Ecoturismo
2016-06-10,Eleição do Melhor do Cabo,Cabo de Santo Agostinho,PE,Comercial ou Promocional
2016-06-09,Finquap ( Festival Junino de Cachoeiro do Arari),Cachoeira do Arari,PA,Junino
2016-06-08,V Encontro de Bois-Bumbás de Soure - Marajó,Soure,PA,Artístico/Cultural/Folclórico
2016-06-08,EXMARTE - Exposição Mulher e Arte,Bauru,SP,Artístico/Cultural/Folclórico
2016-06-07,EXPOASA-Exposição Agropecuária de Santo Antônio da Alegria,Santo Antônio da Alegria,SP,Rural
2016-06-05,TOPENOR - I Torneio de Pesca Esportiva de Novo Repartimento,Novo Repartimento,PA,Esportivo
2016-06-05,JUNIFEST,Itapeva,MG,Junino
2016-06-05,IV Cavalgada Ruralista,Canaã dos Carajás,PA,Rural
2016-06-05,III Feira Agropecuaria de Canaã dos Carajás,Canaã dos Carajás,PA,Comercial ou Promocional
2016-06-05,Festival do Camarão,Muaná,PA,Gastronômico
2016-06-05,Festival Colonial Italiano,Garibaldi,RS,Gastronômico
2016-06-05,Festa do Café,Venda Nova do Imigrante,ES,Social/Cívico/Histórico
2016-06-05,Batismo Cultural,Goiânia,GO,Social/Cívico/Histórico
2016-06-04,5º SIMBIOMA - Simpósio da Mata Atlântica,Santa Teresa,ES,Científico ou Técnico
2016-06-04,14º Congresso Interdisciplinar e 5ª feira Nacional de Universidades,Poços de Caldas,MG,Científico ou Técnico
2016-06-02,Feira EBS 2016 + Congresso MICE Brasil,São Paulo,SP,Comercial ou Promocional
2016-05-31,Ciclo do Marabaixo,Macapá,AP,Religioso
2016-05-30,Festividade do divino Espirito Santo,Ponta de Pedras,PA,Religioso
2016-05-29,XXXVI Congresso Brasileiro de Guias de Turismo,São Luís,MA,Científico ou Técnico
2016-05-29,FIT BH - Festival Internacional de Teatro Palco & Rua de Belo Horizont...,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-05-29,Corpus Christi,Três Ranchos,GO,Religioso
2016-05-28,V Festival de Danças Folcloricas,Salvaterra,PA,Artístico/Cultural/Folclórico
2016-05-28,Festival Nacional de Teatro de Guaçuí,Guaçuí,ES,Artístico/Cultural/Folclórico
2016-05-28,FEGASA - Festival Gastronômico Sabores das Américas,Corumbá,MS,Gastronômico
2016-05-28,Eco – Trail Pardinho montain bike - Brasil Ride trecho Pardinho,Pardinho,SP,Esportivo
2016-05-28,Adesão De Muaná à Independência do Brasil,Muaná,PA,Social/Cívico/Histórico
2016-05-27,Festival Gastronômico de Frutos do Mar Litoral,Itapemirim,ES,Gastronômico
2016-05-27,Aniversário de Caracaraí,Caracaraí,RR,Social/Cívico/Histórico
2016-05-26,Procissão de Corpus Christi,Ibitinga,SP,Religioso
2016-05-26,Procissão de Corpus Christi,Guarujá,SP,Religioso
2016-05-26,Corpus Crhistis,Caldas Novas,GO,Religioso
2016-05-26,Corpus Christi,Santa Teresa,ES,Religioso
2016-05-26,Corpos Christi,Novo Repartimento,PA,Religioso
2016-05-26,Comemoração Corpus-Christi,Anápolis,GO,Religioso
2016-05-26,Ciclo do Marabaixo,Macapá,AP,Artístico/Cultural/Folclórico
2016-05-24,Virada Cultural,Bauru,SP,Artístico/Cultural/Folclórico
2016-05-22,Polenta Off Road,Venda Nova do Imigrante,ES,Esportivo
2016-05-22,Litoral Dance Festival,São Sebastião,SP,Artístico/Cultural/Folclórico
2016-05-22,Forro da Lua Cheia,Altinópolis,SP,Artístico/Cultural/Folclórico
2016-05-22,Festival Gastronômico e Cultural do Cambuci,Rio Grande da Serra,SP,Gastronômico
2016-05-22,Festival Fartura Fortaleza,Fortaleza,CE,Gastronômico
2016-05-22,Festa do Peão,Canitar,SP,Social/Cívico/Histórico
2016-05-22,Festa da Padroeira Santa Rita de Cássia,Lunardelli,PR,Religioso
2016-05-22,Feira Internacional de Artesanato,Curitiba,PR,Artístico/Cultural/Folclórico
2016-05-22,Encontro de Bandas e Corporações Musicais,Itapecerica da Serra,SP,Artístico/Cultural/Folclórico
2016-05-22,Copa Ouro de Futsal,Itaituba,PA,Esportivo
2016-05-22,Bourbon Festival Paraty,Parati,RJ,Artístico/Cultural/Folclórico
2016-05-22,14ª Semana Nacional de Museus,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-05-22,10º Festival Internacional de Folclore de Olímpia,Olímpia,SP,Artístico/Cultural/Folclórico
2016-05-22,"Construdecore - Feira da Construção, Arquitetura e Decoração",Poços de Caldas,MG,Comercial ou Promocional
2016-05-21,Maratona de Revezamento Bertioga-Maresias,São Sebastião,SP,Esportivo
2016-05-17,Festa do Divino Espirito Santo,Pirenópolis,GO,Artístico/Cultural/Folclórico
2016-05-17,Cavalhadas,Pirenópolis,GO,Artístico/Cultural/Folclórico
2016-05-15,Festival Brasil Sertanejo,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-05-15,Festa do Vinho,Catas Altas,MG,Gastronômico
2016-05-15,Festa do Peão de Boiadeiro,Cesário Lange,SP,Rural
2016-05-15,Festa do Peão Boiadeiro,Rancharia,SP,Esportivo
2016-05-15,Festa do Divino,Parati,RJ,Religioso
2016-05-15,Festa do Divino Espírito Santo,Anhembi,SP,Religioso
2016-05-15,Festa do Divino Espirito Santo em Andaraí,Andaraí,BA,Artístico/Cultural/Folclórico
2016-05-15,Festa Della Mamma,Mogi Mirim,SP,Gastronômico
2016-05-15,Congada de Ilhabela na Festa de São Benedito,Ilhabela,SP,Artístico/Cultural/Folclórico
2016-05-15,Comida di Buteco,Belo Horizonte,MG,Gastronômico
2016-05-15,"Facilpa - Feira Agropecuária, Comercial e Industrial de Lençóis Pau...",Lençóis Paulista,SP,Rural
2016-05-15,"ExpoIngá – Exposição Feira Agropecuária, Industrial e Comercial ...",Maringá,PR,Comercial ou Promocional
2016-05-14,Marcha pra Jesus,Rio Branco,AC,Religioso
2016-05-13,Passeio Ciclístico ( Rotary Club),Xinguara,PA,Esportivo
2016-05-13,Agrobalsas,Balsas,MA,Comercial ou Promocional
2016-05-12,Aniversário da cidade,Medicilândia,PA,Social/Cívico/Histórico
2016-05-11,28º Aniversário de Rio Quente,Rio Quente,GO,Social/Cívico/Histórico
2016-05-10,Festa de Nossa Senhora de Fátima,Guarujá,SP,Religioso
2016-05-10,Aniversário do município,Santa Maria das Barreiras,PA,Artístico/Cultural/Folclórico
2016-05-10,Aniversário do Municipio,Cachoeira do Arari,PA,Social/Cívico/Histórico
2016-05-08,XVI Festival do Cupuaçu,Barcarena,PA,Gastronômico
2016-05-08,XTERRA,Ilhabela,SP,Esportivo
2016-05-08,Rodeio Show,Aparecida de Goiânia,GO,Artístico/Cultural/Folclórico
2016-05-08,Festa de Santa Cruz - Comemoração do Aniversário da cidade,Brotas,SP,Religioso
2016-05-08,Cavalgada,Rancharia,SP,Artístico/Cultural/Folclórico
2016-05-08,11ª Feira Nacional do Livro de Poços de Caldas e Flipoços,Poços de Caldas,MG,Artístico/Cultural/Folclórico
2016-05-07,Festa de São Benedito em Itariri,Itariri,SP,Religioso
2016-05-07,ExpoZebu,Uberaba,MG,Comercial ou Promocional
2016-05-07,EXPOZEBU,Uberaba,MG,Rural
2016-05-07,Cristo é o Show “Um canto de Paz”,Belo Horizonte,MG,Religioso
2016-05-07,16º Miss e Mister  Rio Quente,Rio Quente,GO,Outro
2016-05-05,Feira do Verde,Guaçuí,ES,Ecoturismo
2016-05-02,Aniversário da associação Antonio Malato,Ponta de Pedras,PA,Artístico/Cultural/Folclórico
2016-05-01,XXVII Expo Petrópolis – Shows e exposição agropecuária,Petrópolis,RJ,Rural
2016-05-01,V Festa da Quitanda & IV Festival da Goiabada,Barão de Cocais,MG,Gastronômico
2016-05-01,Romaria ao Santuário de Nossa Senhora das Graças,Florânia,RN,Religioso
2016-05-01,Realização do Dia do Trabalhador,Anápolis,GO,Social/Cívico/Histórico
2016-05-01,Festa de Nossa Senhora do Pilar,Ribeirão Pires,SP,Religioso
2016-05-01,Festa Pomerana,Santa Maria de Jetibá,ES,Artístico/Cultural/Folclórico
2016-05-01,Fest Peixe,Rancharia,SP,Ecoturismo
2016-05-01,Dia do Trabalhador,Tarumã,SP,Social/Cívico/Histórico
2016-05-01,14º Barretos Motor Cycles,Barretos,SP,Artístico/Cultural/Folclórico
2016-05-01,13º Festival de Cambuci de Paranapiacaba,São Paulo,SP,Gastronômico
2016-04-30,Feira do Livro Infantil,Bauru,SP,Artístico/Cultural/Folclórico
2016-04-30,Expedição Pororoca,Cutias,AP,Esportivo
2016-04-30,"Café, Cachaça e Chorinho",Vassouras,RJ,Artístico/Cultural/Folclórico
2016-04-29,Mostra Comemorativa ao Dia Internacional da Dança,Bauru,SP,Artístico/Cultural/Folclórico
2016-04-29,ExpoFrísia,Carambeí,PR,Comercial ou Promocional
2016-04-28,Espetáculo Teatral da Última Pena de Morte no Brasil,Pilar,AL,Artístico/Cultural/Folclórico
2016-04-27,Sole Produções,Salvador,BA,Artístico/Cultural/Folclórico
2016-04-25,Semana Monteiro Lobato,Taubaté,SP,Artístico/Cultural/Folclórico
2016-04-25,Festival Amigos da Boa Música,Bauru,SP,Artístico/Cultural/Folclórico
2016-04-25,4º FEIPET- Feira de Negócios para Animais de Estimação,Novo Hamburgo,RS,Comercial ou Promocional
2016-04-24,Undokai,Bauru,SP,Artístico/Cultural/Folclórico
2016-04-24,National H.O.G. Rally 2016® – Harley Davidson,Petrópolis,RJ,Esportivo
2016-04-24,Cavalgada da Alegria,Santo Antônio da Alegria,SP,Esportivo
2016-04-24,60º Encontro Nacional de Atividades Físicas – ENAF,Poços de Caldas,MG,Esportivo
2016-04-24,5ª Bienal do Livro de Minas,Belo Horizonte,MG,Comercial ou Promocional
2016-04-23,Serra do Caraça Bier Fest,Catas Altas,MG,Gastronômico
2016-04-23,Festival de Tradições Italianas,Santa Rita do Passa Quatro,SP,Artístico/Cultural/Folclórico
2016-04-23,Festival América do Sul - Pantanal / FASP,Corumbá,MS,Artístico/Cultural/Folclórico
2016-04-23,Aruanã em Canto - Festival de Música do Araguaia,Aruanã,GO,Artístico/Cultural/Folclórico
2016-04-21,Raly Angico de Regularidade,Rubinéia,SP,Esportivo
2016-04-21,Festival de Tucumã,Cachoeira do Arari,PA,Social/Cívico/Histórico
2016-04-19,Festa Maior de Santo Expedito,Santo Expedito,SP,Religioso
2016-04-19,Dia municipal do índio,Santa Maria das Barreiras,PA,Artístico/Cultural/Folclórico
2016-04-18,Vitória Rock,Bauru,SP,Artístico/Cultural/Folclórico
2016-04-18,Campeonato Brasileiro e Goiano de Velocross,Anápolis,GO,Esportivo
2016-04-17,Volta do Parcel,São Sebastião,SP,Esportivo
2016-04-17,Romaria de Fé a Santo Expedito,Baraúna,RN,Religioso
2016-04-17,Festival de Musica Sertaneja,Embaúba,SP,Artístico/Cultural/Folclórico
2016-04-17,Festival Fartura Porto Alegre,Porto Alegre,RS,Gastronômico
2016-04-17,Feira da Loucura Por Calçados Ediçao Inverno/Outono,Novo Hamburgo,RS,Comercial ou Promocional
2016-04-17,ExpoLondrina - Exposição Agropecuária e Industrial de Londrina,Londrina,PR,Comercial ou Promocional
2016-04-16,Kerb das Soberanas,Igrejinha,RS,Artístico/Cultural/Folclórico
2016-04-10,Narandiba Rodeio Fest,Narandiba,SP,Rural
2016-04-10,Feira de Negócios do Vestuário de Anápolis (FEIVEST),Anápolis,GO,Moda
2016-04-10,Eco Biko Timburi,Timburi,SP,Ecoturismo
2016-04-10,Copa Paulino Dias de Jiu-Jitsu,Cametá,PA,Esportivo
2016-04-10,Cavalgada Barretos,Barretos,SP,Artístico/Cultural/Folclórico
2016-04-10,14ª Festa do Caqui e Cia,Itatiba,SP,Rural
2016-04-09,Villa Mix,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-04-09,Poços Pet e Jornada Sul Mineira de Clínicos Veterinários de Pequeno...,Poços de Caldas,MG,Comercial ou Promocional
2016-04-09,Festividade de São Benedito das Fortunas,Senador José Porfírio,PA,Religioso
2016-04-09,Expoal - Exposição Agropecuaria,Altinópolis,SP,Rural
2016-04-09,Aniversário da Cidade Itariri,Itariri,SP,Social/Cívico/Histórico
2016-04-09,13º Aniversário do Museu do Tropeiro,Itabira,MG,Artístico/Cultural/Folclórico
2016-04-07,Encontro de Caiques,Rubinéia,SP,Ecoturismo
2016-04-07,18ª Minas Trend Preview - Primavera / Verão 2017,Belo Horizonte,MG,Moda
2016-04-03,Festival do Açaí,Itaituba,PA,Gastronômico
2016-04-03,Festival Petrópolis de Páscoa,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-04-03,Encontro Internacional de Motociclistas,Rio das Ostras,RJ,Esportivo
2016-04-02,Sinfonia das Águas,Poços de Caldas,MG,Artístico/Cultural/Folclórico
2016-03-31,Aniversário de Petrópolis,Petrópolis,RJ,Social/Cívico/Histórico
2016-03-29,Festival de Gastronomia,Goiás,GO,Gastronômico
2016-03-27,Semana Santa,Pirenópolis,GO,Religioso
2016-03-27,Semana Santa,Goiás,GO,Religioso
2016-03-27,Semana Santa,Caldas Novas,GO,Religioso
2016-03-27,Semana Santa,Belo Oriente,MG,Religioso
2016-03-27,Festival Prêmio Nascente do Rio Pardo – Semana da Água - Dia do Ri...,Pardinho,SP,Ecoturismo
2016-03-27,Circuito Gastronômico de Páscoa,Petrópolis,RJ,Gastronômico
2016-03-27,26º MOTOCROSS,Três Ranchos,GO,Esportivo
2016-03-26,Torneio Aleluia de Canoagem,São Sebastião,SP,Esportivo
2016-03-26,Paixão de Cristo 2016,Jaguariúna,SP,Religioso
2016-03-26,Encenação da Paixão de Cristo,Mucajaí,RR,Religioso
2016-03-26,Baile de Tuia,Pardinho,SP,Artístico/Cultural/Folclórico
2016-03-26,"Congresso Internacional Adoração, Intercessão e Missão Diante do T...",Belo Horizonte,MG,Religioso
2016-03-25,Paixão de Cristo,Itapevi,SP,Religioso
2016-03-25,Paixão de Cristo,Cuité,PB,Religioso
2016-03-25,Encontro de Motociclistas,Rubinéia,SP,Comercial ou Promocional
2016-03-25,Auto da Paixão de Cristo em Olimpia,Olímpia,SP,Religioso
2016-03-22,Exposição Nacional de Orquídeas de Lins,Lins,SP,Comercial ou Promocional
2016-03-21,Encenação da Paixão de Cristo,Pedreira,SP,Religioso
2016-03-20,Food Truck Festival Lençóis Paulista,Lençóis Paulista,SP,Gastronômico
2016-03-20,Festa de São José,Pardinho,SP,Religioso
2016-03-20,Equinócio das Águas,Macapá,AP,Científico ou Técnico
2016-03-20,18º Exposição de Orquídeas,Guarujá,SP,Científico ou Técnico
2016-03-19,HOLI Petrópolis,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-03-19,Festa de São José,Mazagão,AP,Religioso
2016-03-19,Festa de São José,Macapá,AP,Religioso
2016-03-19,Competição de canoagem,Cachoeira do Arari,PA,Esportivo
2016-03-17,Corrida Cidade de Aracajú,Aracaju,SE,Esportivo
2016-03-17,Aniversário da Cidade,Aracaju,SE,Social/Cívico/Histórico
2016-03-17,7º Prêmio Maestro Guerra-Peixe de Cultura,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-03-17,"40º FIMEC - Feira Internacional de Couros, Produtos Químicos, Compon...",Novo Hamburgo,RS,Comercial ou Promocional
2016-03-15,Festa do Peão de BoiadeiroLins/Bom Viver,Lins,SP,Artístico/Cultural/Folclórico
2016-03-15,Festa de São José das Ilhas,Cametá,PA,Rural
2016-03-13,Pesca Embarcada,Timburi,SP,Esportivo
2016-03-13,FESMURP - Festival da Musica Raiz de Pardinho,Pardinho,SP,Artístico/Cultural/Folclórico
2016-03-13,ExpoParanavaí - Exposição Feira Agropecuária de Paranavaí,Paranavaí,PR,Comercial ou Promocional
2016-03-12,Trilha Vai ou Racha,Breu Branco,PA,Esportivo
2016-03-12,Festival Gastronômico de Guarujá,Guarujá,SP,Gastronômico
2016-03-10,Festa da Cultura,Salvaterra,PA,Artístico/Cultural/Folclórico
2016-03-09,Bloco Rasgadinho,Aracaju,SE,Artístico/Cultural/Folclórico
2016-03-07,Rally das Águas Quentes,Caldas Novas,GO,Esportivo
2016-03-06,X Cross Country Rallymakers Barretos,Barretos,SP,Esportivo
2016-03-06,NH Tietê Adventure,Novo Horizonte,SP,Esportivo
2016-03-06,42ª Campanha de Popularização do Teatro e Dança,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-03-06,32ª Festa da Uva de São Miguel Arcanjo - SP,São Miguel Arcanjo,SP,Comercial ou Promocional
2016-02-28,Carnaval,Brotas,SP,Artístico/Cultural/Folclórico
2016-02-28,16ª Exposição de Orquídeas e Bromélias de Petrópolis,Petrópolis,RJ,Artístico/Cultural/Folclórico
2016-02-27,Etapa Brasileira do Mundial de SuperEnduro 2016,Belo Horizonte,MG,Esportivo
2016-02-27,2º Encontro Brasileiro das Cidades Históricas Turísticas e Patrimô...,São Luís,MA,Científico ou Técnico
2016-02-26,XXXII Concurso de quadrilha Junina,Soure,PA,Junino
2016-02-24,Festejo de Novo Horizonte,Santa Maria das Barreiras,PA,Religioso
2016-02-21,Aniversário de Pardinho,Pardinho,SP,Social/Cívico/Histórico
2016-02-21,15ª Copa Barretos,Barretos,SP,Esportivo
2016-02-20,Festividade do Glorioso São Sebastião,Cachoeira do Arari,PA,Religioso
2016-02-18,Festejo Sagrado Coração de Jesus,Palestina do Pará,PA,Religioso
2016-02-17,Carnaval,São José de Ribamar,MA,Artístico/Cultural/Folclórico
2016-02-12,Encontro de Judô,Cametá,PA,Esportivo
2016-02-11,Carnaval 2016,Cametá,PA,Artístico/Cultural/Folclórico
2016-02-10,Desfile Oficial de Carnaval,Guarujá,SP,Artístico/Cultural/Folclórico
2016-02-10,Carnaval,Soure,PA,Artístico/Cultural/Folclórico
2016-02-10,Carnaval,Moju,PA,Artístico/Cultural/Folclórico
2016-02-10,Carnaval de Belo Horizonte,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2016-02-10,Carnaituba,Itaituba,PA,Artístico/Cultural/Folclórico
2016-02-09,VI Carnafolia - Carnaval,Novo Repartimento,PA,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,Taubaté,SP,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,São Simão,SP,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,São Sebastião,SP,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,Mata de São João,BA,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,Macapá,AP,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,Itariri,SP,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,Catas Altas,MG,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,Camocim,CE,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,Breves,PA,Artístico/Cultural/Folclórico
2016-02-09,Carnaval,Aruanã,GO,Artístico/Cultural/Folclórico
2016-02-09,Carnaval para todos,Barcarena,PA,Artístico/Cultural/Folclórico
2016-02-09,Carnaval e Carnaboi,Manaus,AM,Artístico/Cultural/Folclórico
2016-02-09,Carnaval de Salvaterra,Salvaterra,PA,Artístico/Cultural/Folclórico
2016-02-09,Carnaval de Rua de Goiânia,Goiânia,GO,Artístico/Cultural/Folclórico
2016-02-09,Carnaval de Belo Vale,Belo Vale,MG,Artístico/Cultural/Folclórico
2016-02-09,Carnaval Popular,Baião,PA,Artístico/Cultural/Folclórico
2016-02-09,Carnaval Cultural,Pirenópolis,GO,Artístico/Cultural/Folclórico
2016-02-09,Carnatim,Timburi,SP,Artístico/Cultural/Folclórico
2016-02-09,Carnamuaná,Muaná,PA,Artístico/Cultural/Folclórico
2016-02-09,Carnafolia 2016,Rio Maria,PA,Artístico/Cultural/Folclórico
2016-02-09,Carafolia,Caracaraí,RR,Artístico/Cultural/Folclórico
